stid,dsid,sitename,lat,long,dep_env,Lake/Bog/Neither [Andria],edited [Claire],notes [Claire],Site Notes [Grace&Jack],lake_size [ha],lake_size_andria_ge [m2],Notes [Andria],Status [Grace],Tilia's Entered Lake Size (ha) [Grace],Notes [Grace]
9814,14547,Alpine Pond,37.63632,-112.82446,Tectonic Origin Lake,lake,1,Confirmed pond: Anderson et al 1999,,0.1,,,done,0.2,kept Neotoma value
9830,14549,Lowder Creek Bog,37.67214,-112.792245,Fen,fen,2,Confirmed bog and area: Anderson et al 1999,,3.5,,,done,3.5,"already in Neotoma, not a lake"
9862,14614,Bates Marsh,42.342715,-81.84467,Marsh,marsh,NA,NA,,NA,,,,,
9866,14624,Big Reed Pond Hollow,46.35065,-69.0517,Small Hollow Fen,fen,2,Site desprition: swale. Area: Schauffler 2002,,0.6,,,done,0.05,kept Neotoma value
9867,14626,Minnreg,44.693385,-93.3212,Kettle Lake,lake,2,Assumed correct location in lake (unlabeled),,15.4,,,done,16,kept Neotoma value
9869,14631,Amber Lake,43.60715,-94.473645,Glacial Meltwater Channel Lake,lake,2,Confirmed lake: description and Umbanhowar 2004,,73.5,,,done,72,kept Neotoma value
9870,14633,Camp Lake,45.16204,-94.0929,Glacial Origin Lake,lake,2,Confirmed lake: Umbanhowar 2004,,48.3,,,done,44,kept Neotoma value
9871,14635,Crystal Lake,44.333485,-93.212125,Glacial Origin Lake,lake,2,Confirmed lake: Umbanhowar 2004,,13.8,,,done,13.8,added dataset value
9872,14637,Fish Lake,44.229535,-93.665425,Glacial Origin Lake,lake,2,Confirmed lake: Umbanhowar 2004,,29.8,,,done,12,kept Neotoma value
9873,14639,Fish Lake (Sc),44.65102,-93.46048,Glacial Origin Lake,lake,2,Confirmed lake: Umbanhowar 2004,,68.9,,,done,70.12985133,kept Neotoma value
9874,14641,Eagle Lake,44.808755,-93.93439,Glacial Origin Lake,lake,2,Confirmed lake: Umbanhowar 2004,,71.7,,,done,94,kept Neotoma value
9875,14643,"Lake Emily, Northeast Basin",44.313795,-93.914375,Glacial Origin Lake,lake,2,Confirmed lake and location: Umbanhowar 2004,,99.3,,,done,15,**kept Neotoma value
9876,14645,Fuller Lake,45.421695,-94.075455,Glacial Origin Lake,lake,2,Confirmed lake: Umbanhowar 2004,,12.6,,,done,14,kept Neotoma value
9878,14650,San Luis Lake,37.67773,-105.724665,Fluvial Origin Lake,lake,NA,NA,,NA,,,,,
9889,14674,Blackwoods Hollow,44.313195,-68.22364,Small Hollow,hollow,2,Site description and Schauffler 2002 for area,,0.3,,,done,0.3,"already in Neotoma, couldn't confirm area in Google Earth"
9890,14676,Buckley Pond Hollow,46.334815,-69.049415,Small Hollow,hollow,NA,NA,,NA,,,,,
9891,14678,Isle au Haut North Hollow,44.0651,-68.6354,Small Hollow,hollow,NA,NA,,NA,,,,,
9892,14680,Isle au Haut South Hollow,44.031825,-68.630365,Small Hollow,hollow,NA,NA,,NA,,,,,
9893,14682,Roque Island Hollow,44.573075,-67.530695,Small Hollow,hollow,2,Site description and Schauffler 2002 for area,,0.1,,,done,0.09,"kept Neotoma value, couldn't confirm area in Google Earth"
9894,14684,Schoodic Peninsula Hollow,44.37328,-68.0726,Small Hollow,hollow,NA,NA,,NA,,,,,
9942,14792,Yahoo Lake,47.676915,-124.018585,Cirque Lake,lake,NA,NA,,NA,,,,,
9943,14794,Two Frog Lake,51.106595,-127.534035,Glaciomarine,lake,NA,NA,,NA,,,,,
9944,14797,South Bog,44.717555,-67.20294,Raised Bog,bog,2,Confirmed bog; assuming correct location,,1,,,done,8,kept Neotoma value
9945,14799,Siesta Lake,37.8505,-119.659945,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
9947,14803,Burnt Knob Lake,45.706945,-114.9829,Cirque Lake,lake,2,Changed area: Brunelle and Whitlock 2003,,3.5,,,done,3.5,already in Neotoma
9953,14839,Lake Mina,45.89346,-95.47561,Glacial Meltwater Channel Lake,lake,1,Confirmed lake: St. Jacques et al 2008,,164.6,,,done,172,kept Neotoma value
9974,14884,Baker Lake,45.891725,-114.263205,Cirque Lake,lake,NA,NA,,NA,,,,,
9738,14889,Tower Lake,46.542635,-86.037795,Kettle Lake,lake,1,Confirmed loc. Changed area: Jackson et al 2014,,2.6,,,done,2.6,"already in Neotoma, triple duplicate"
9976,14891,Deuce Lake,64.86412,-147.94008,Thermokarst Lake,lake,NA,NA,,NA,,,,,
9985,14911,Hoodoo Lake,46.320235,-114.65153,Fluvial Origin Lake,lake,2,Compiled from Hydrological database.,,2.6,,,done,3.5,kept Neotoma value
9989,14923,Pintler Lake,45.840555,-113.439865,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
9990,14925,Upper Soper Lake,62.914755,-69.87914,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
9991,14928,Prien Lake,30.19221,-93.27942,Estuarine,lake,NA,NA,,NA,,,,,
9992,14930,Ogac Lake,62.84547,-67.341525,Cirque Lake,lake,NA,NA,,NA,,,,,
9993,14933,Nelson Lake,46.2287,-85.380295,Glacial Origin Lake,lake,2,Compiled from Hydrological database.,,12.1,,,done,10.5,kept Neotoma value
9994,14935,Moose Lake,47.883685,-123.35093,Glacial Meltwater Channel Lake,lake,NA,NA,,NA,,,,,
9995,14938,Martins Lake,47.712915,-123.53259,Cirque Lake,lake,NA,NA,,NA,,,,,
9997,14944,Fracas Lake,36.6307,-112.238595,Solution Origin Lake,lake,NA,NA,,NA,,,,,
9999,14948,Dye Lower Water Lake (Dyer Lake),66.62246,-61.64925,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
10000,14951,Bear Lake,36.371125,-112.147175,Solution Origin Lake,lake,NA,NA,,NA,,,,,
10002,14953,Lake Arthur,30.05034,-92.7095,Estuarine,lake,NA,NA,,NA,,,,,
10002,14955,Lake Arthur,30.05034,-92.7095,Estuarine,lake,NA,NA,,NA,,,,,
10003,14957,Appleman Lake,41.623285,-85.212085,Kettle Lake,lake,2,Compiled from Hydrological database.,,33.4,,,done,21,kept Neotoma value
10017,14991,Lake Louise,49.03265,-97.22993,Nonspecific Floodplain Lake,lake,NA,NA,,NA,,,,,
10019,14995,Meade River bluff,70.475005,-157.34207,Stream-cut Exposure,river,NA,NA,,NA,,,,,
10020,14997,Round Pond,41.97078,-70.010335,Kettle Lake,lake,2,Compiled from Hydrological database.,,2.3,,,done,1.6,kept Neotoma value
10021,14999,Deep Pond,41.739125,-69.992095,Kettle Lake,lake,2,Compiled from Hydrological database.,,1.6,,,done,1,kept Neotoma value
10023,15003,Icehouse Pond,41.797995,-69.960575,Kettle Lake,lake,2,Compiled from Hydrological database.,,1.9,,,done,1.8,kept Neotoma value
10025,15007,Eagle Pond,41.6982,-70.13606,Kettle Lake,lake,2,Compiled from Hydrological database.,,2.8,,,done,4,kept Neotoma value
10026,15009,Jemima Pond,41.82961,-69.9847,Kettle Lake,lake,2,Confirmed pond: Parshall and Foster 2002,,2.2,,,done,2.2,already in Neotoma
10028,15020,Sandy Hill Pond,41.689985,-70.36407,Kettle Lake,lake,2,Confirmed pond: Parshall et al 2003,,2.4,,,done,2.4,already in Neotoma
10029,15022,Fresh Pond,41.59412,-70.532835,Kettle Lake,lake,2,Compiled from Hydrological database.,,5.4,,,done,5.3,kept Neotoma value
10034,15032,Mud Lake (Ho),47.129415,-88.31699,Glacial Scour Lake,lake,2,Compiled from Hydrological database.,,70.2,,,done,69.27845695,kept Neotoma value
10036,15035,Lily Lake,47.911995,-89.0908,Kettle Lake,lake,2,Compiled from Hydrological database.,,6.7,,,done,3.7,kept Neotoma value
10053,15074,Mumbo Lake,41.190975,-122.51054,Kettle Lake,lake,NA,NA,,NA,,,,,
203,15088,Anderson Pond,36.03015,-85.50132,Solution Origin Lake,lake,3,Min info on location. Changed area: Liu et al 2013,,35,,,done,34.8,kept Neotoma value
10061,15106,Lake Emma,37.902105,-107.61537,Cirque Lake,lake,NA,NA,,NA,,,,,
9717,15136,"Devils Lake, Creel Bay",48.0859,-98.92935,Ice Thrust Lake,lake,2,"Confirmed site, changed area",,61,,,,,**no site found
10074,15138,Jones Lake,49.450245,-99.289145,Kettle Lake,lake,NA,NA,,NA,,,,,
10075,15140,Mallard Pond,51.287795,-101.32475,Kettle Lake,lake,NA,NA,,NA,,,,,
10076,15142,Makepeace Cedar Swamp,41.93619,-70.75736,Swamp,swamp,2,Confirmed location and area: Newby et al 2000,,21,,,done,21,"already in Neotoma, could not confirm area in Google Earth"
10076,15146,Makepeace Cedar Swamp,41.93619,-70.75736,Swamp,swamp,2,Confirmed location and area: Newby et al 2000,,21,,,done,21,"already in Neotoma, could not confirm area in Google Earth"
10076,15148,Makepeace Cedar Swamp,41.93619,-70.75736,Swamp,swamp,2,Confirmed location and area: Newby et al 2000,,21,,,done,21,"already in Neotoma, could not confirm area in Google Earth"
10083,15157,Code Lake,67.15792,-151.859995,Glacial Origin Lake,lake,2,"Confirmed site, changed area",,65,,,done,2,**kept Neotoma value
10091,15167,Elk Lake,47.18919,-95.21787,Kettle Lake,lake,2,"Confirmed lake, site descirption: kettle lake",,118.1,,,done,113.0399482,kept Neotoma value
10091,15168,Elk Lake,47.18919,-95.21787,Kettle Lake,lake,2,"Confirmed lake, site descirption: kettle lake",,118.1,,,done,113.0399482,kept Neotoma value
10091,15169,Elk Lake,47.18919,-95.21787,Kettle Lake,lake,2,"Confirmed lake, site descirption: kettle lake",,118.1,,,done,113.0399482,kept Neotoma value
10094,15175,Last Chance Lake,67.12406,-150.745125,Kettle Lake,lake,NA,NA,,NA,,,,,
1481,1518,Kinsman Pond,44.13333,-71.73333,Lacustrine,lake,1,"Confirmed site with Google Earth, changed area",,3.6,,,done,1.9,kept Neotoma value
10100,15185,Ruppert Lake,67.07084,-154.244985,Kettle Lake,lake,1,"Confirmed site, changed area",,38,,,done,3,"kept Neotoma value, confirmed area with Google Earth"
10101,15187,Wild Tussock Lake,67.12648,-151.383615,Kettle Lake,lake,2,"Confirmed site with pub (Higuera 2006), changed area",,80,,,done,15,**kept Neotoma value
10102,15189,Xindi Lake,67.111235,-152.491385,Kettle Lake,lake,2,"Confirmed site, change area",,69,,,done,7,**kept Neotoma value
10103,15191,Fort Bragg (core PAW2),35.173545,-79.089805,Palustrine,mire,NA,NA,,NA,,,,,
10105,15197,Laguna Pompal,18.376145,-94.95557,Natural Lake (Origin Unknown),lake,NA,NA,,NA,,,,,
10106,15199,South Dansville Buried Peat,42.49185,-77.641,Bog,bog,NA,NA,,NA,,,,,
1483,1520,Kirchner Marsh,44.77085,-93.12255,Marsh,marsh,NA,NA,,NA,,,,,
10107,15201,Lost Park,39.2949,-105.5383,Fen,fen,NA,NA,,NA,,,,,
10108,15203,Crawford Bog,43.46653,-79.94917,Bog,bog,1,Minor nudge,,0.6,,,done,0.6,"added dataset value, could not confirm area with Google Earth"
10109,15205,Chesapeake Bay (MD99-2207),38.03028,-76.21444,Marine,marine,NA,NA,,NA,,,,,
10110,15207,Chesapeake Bay (MD99-2208),38.53722,-76.48639,Marine,marine,NA,NA,,NA,,,,,
10111,15209,Chesapeake Bay (MD99-2209),38.88611,-76.39444,Marine,marine,2,Large Marine/brakish basin,,50000,,,done,650000,**kept Neotoma value
10112,15211,Chesapeake Bay (PTMC3-2),38.02667,-76.21972,Marine,marine,NA,NA,,NA,,,,,
10114,15214,Big Lake,51.668615,-121.454395,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
10115,15216,Titaluk River Exposure 1,69.71098,-155.21153,Stream-cut Exposure,mire,NA,NA,,NA,,,,,
10116,15218,Titaluk River Exposure 2,69.71098,-155.21153,Stream-cut Exposure,mire,NA,NA,,NA,,,,,
10091,15219,Elk Lake,47.18919,-95.21787,Kettle Lake,lake,2,"Confirmed lake, site descirption: kettle lake",,118.1,,,done,113.0399482,kept Neotoma value
10117,15221,Caddo Creek (Core 1),32.043605,-95.505225,Floodplain,river,1,"Confirmed site with Google Earth, changed area",,124.2,,,,,**no site found
10118,15223,Caddo Creek (Core 3),32.045915,-95.50621,Floodplain,river,NA,NA,,NA,,,,,
10121,15228,St. Clair Lake,46.80338,-95.88068,Kettle Lake,lake,2,Confirmed lake: description and Birks et al 1975,,57.5,,,done,57.5,already in Neotoma
1485,1523,Kirk Lake,48.23333,-121.61667,Fen,fen,NA,NA,,NA,,,,,
10123,15232,Eagle Lake,51.040645,-118.153765,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
1486,1524,Kitchner Lake,45.66667,-87.455,Glacial Origin Lake,lake,2,Compiled from Hydrological database.,,4.4,,,done,5,kept Neotoma value
10128,15242,Cowles Bog,41.6355,-87.0945,Bog,bog,3,Confirmed bog. Minimum info on publications,,6.4,,,done,,added dataset value
10129,15244,Pinhook Bog,41.61499,-86.84671,Bog,bog,2,Confirmed bog and location: site description,,39,,,done,40.5,kept Neotoma value
841,15245,George (BE),44.232795,-93.870705,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,35,,,done,35,already in Neotoma
7543,15248,Albert Lea Lake,43.65255,-93.284,Kettle Lake,lake,2,"Confirmed lake: ""lake data from Minnesota DNR""",,1075.5,,,done,1080,kept Neotoma value
10132,15252,Ozawindib Lake,47.22823,-95.27284,Kettle Lake,lake,1,"Confirmed lake, site description: kettle lake",,48,,,done,61,kept Neotoma value
10134,15254,Little Horseshoe Lake,45.590765,-93.06903,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,19.2,,,done,15,kept Neotoma value
10135,15256,Cora Lake,46.165285,-95.32412,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,30.7,,,done,30,kept Neotoma value
10137,15261,Miller Woods Pond 21,41.61189,-87.27349,Dune Dammed Lake,lake,2,Confirmed pond: description. Assumed correct loc.,,1.3,,,done,3.25,kept Neotoma value
10138,15263,Miller Woods Pond 32,41.60682,-87.282385,Dune Dammed Lake,lake,2,Confirmed pond: description. Assumed correct loc.,,2,,,done,11,kept Neotoma value
10139,15265,Miller Woods Pond 44,41.604275,-87.293135,Dune Dammed Lake,lake,3,"Confirmed pond, but not loc. in a pond. Min info",,0.9,,,done,4.9,kept Neotoma value
10140,15266,Tamarack Lake,44.87385,-93.63464,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,12,,,done,9.8,kept Neotoma value
10141,15268,Miller Woods Pond 51,41.603005,-87.285365,Dune Dammed Lake,lake,3,"Confirmed pond, but not loc. in a pond. Min info",,0.5,,,done,11,kept Neotoma value
10091,15269,Elk Lake,47.18919,-95.21787,Kettle Lake,lake,2,"Confirmed lake, site descirption: kettle lake",,118.1,,,done,113.0399482,kept Neotoma value
10142,15270,LaSalle Lake,47.33732,-95.16525,Glacial Meltwater Channel Lake,lake,1,Site description: deep lake,,99.2,,,done,89,kept Neotoma value
10143,15272,Gaff Lake,49.46834,-109.67136,Glacial Meltwater Channel Lake,lake,1,Moved it slightly to the east.  No map or figure.,,2,,,done,2,added dataset value
10144,15273,Saint Olaf Lake,43.90284,-93.417225,Glacial Meltwater Channel Lake,lake,2,"Confirmed lake, site description",,36,,,done,40,kept Neotoma value
1359,15274,Jones Lake,45.428085,-93.981475,Kettle Lake,lake,2,"Confirmed lake, site description",,28.4,,,done,28,kept Neotoma value
10145,15276,Cassiope Pond,50.166625,-127.752025,Cirque Lake,lake,NA,NA,,NA,,,,,
10146,15281,Williams Lake,46.95391,-94.66923,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,37.1,,,done,36,kept Neotoma value
10150,15282,Winton Bay Lake,63.39014,-64.680695,Glaciomarine,lake,NA,NA,,NA,,,,,
10151,15284,Tiny Lake,51.19438,-127.38188,Coastal,lake,NA,NA,,NA,,,,,
10152,15286,West Hawk Lake,49.76341,-95.191725,Other,lake,NA,NA,,NA,,,,,
10153,15288,Pyrola Lake,50.183195,-127.697995,Natural Lake (Origin Unknown),lake,2,Right on lake.,,1,,,done,1,added dataset value
10155,15292,Byron-Bergen Swamp (Site 2),43.09816,-78.002715,Fen,fen,2,"Confirmed site with Google Earth, changed area",,78,,,,,**no site found
10156,15294,Long Lake,44.988845,-93.556405,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,112.3,,,done,106,kept Neotoma value
10157,15296,Byron-Bergen Swamp (Site 1),43.09791,-78.014515,Fen,fen,NA,NA,,NA,,,,,
10160,15302,Emrick Lake,43.800155,-89.59428,Kettle Lake,lake,2,Confirmed lake: site description,,13.1,,,done,13.1,already in Neotoma
10163,15309,East Soldier Lake,46.34668,-84.857625,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,3.7,,,done,3.7,added dataset value
10164,15311,Guard Lake,46.12683,-84.77968,Natural Lake,lake,2,"Confirmed lake, site description",,7.9,,,done,8,kept Neotoma value
10168,15316,Trout Lake Bog,46.205,-85.0215,Bog,bog,NA,NA,,NA,,,,,
10169,15318,Wolsfeld Woods Marsh,45.00373,-93.574555,Fen,fen,NA,NA,,NA,,,,,
10171,15323,Berendon Fen,56.24278,-130.055465,Fen,fen,2,"Confirmed site with pub (Clague et al 1996), changed area",,40,,,done,6,"kept Neotoma value, could not confirm area with Google Earth"
10172,15325,Black Gum Swamp,42.5375,-72.1829,Swamp,swamp,2,Changed area: Foster and Zebryk 1993,,10,,,done,10,kept Neotoma value
10176,15333,Two Horsemen Pond,60.850205,-135.769085,Thermokarst Lake,lake,2,"Sites in the right place, just didn't have the area.",,0.5,,,done,1.5,kept Neotoma value 
10183,15342,Skinny Lake,57.59498,-130.095975,Nonspecific Floodplain Lake,lake,NA,NA,,NA,,,,,
10186,15350,Balsam Lake,42.028785,-74.604205,Glacial Scour Lake,lake,2,"Confirmed site with Google Earth, changed area",,24,,,done,24,added dataset value
10189,15353,Maple Lake,41.93542,-74.75772,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
10190,15354,South Lake,42.19727,-74.045885,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
10191,15356,Stewart Bog,35.832,-105.722,Bog,bog,2,"Confirmed site with pub (Jimenez-Moreno et al, 2008)",,73,,,done,73,added dataset
10192,15359,Spillway Pond,56.239975,-130.068815,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
10195,15368,Blue Lake Wetlands,40.49996,-114.031395,Marsh,marsh,2,Confirmed location and area: Louderback and Rhode,,1850,,,done,1850,"added dataset value, could not confirm area with Google Earth"
10196,15369,Dunbar Lake [Big Fish Lake],50.78748,-116.388495,Kettle Lake,lake,NA,NA,,NA,,,,,
10197,15371,Ridge and Slough (02-05-20-13),26.102,-80.7375,Marsh,marsh,NA,NA,,NA,,,,,
10200,15377,Ridge and Slough (02-05-20-14),26.1025,-80.736,Marsh,marsh,NA,NA,,NA,,,,,
10201,15379,Ridge and Slough (02-05-21-2),25.8285,-80.768,Marsh,marsh,NA,NA,,NA,,,,,
10202,15381,Ridge and Slough (02-05-21-4),25.829,-80.7675,Marsh,marsh,NA,NA,,NA,,,,,
10203,15383,Ridge and Slough (02-05-21-5),25.829,-80.7675,Marsh,marsh,NA,NA,,NA,,,,,
10204,15385,Flycatcher Basin,41.015,-121.573,Landslide Origin Lake,lake,2,"Confirmed site with publication, changed area",,1.2,,,done,1.2,added dataset value
10206,15392,Fog Lake,67.182375,-63.24945,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
10208,15396,Las Flores Arroyo,33.291,-117.4605,Arroyo,river,NA,NA,,NA,,,,,
10209,15399,Long Last Lake,61.564,-137.2285,Glacial Origin Lake,lake,3,"Site's clearly in the wrong place, but not enough info to move.",,1,,,done,1,already in Neotoma
10211,15403,Deep Lake,47.683805,-95.398395,Kettle Lake,lake,2,Confirmed lake: description and Hu et al 1997,,18,,,done,4,kept Neotoma value
10212,15406,Jan Lake,63.56466,-143.91772,Lake Dammed by Alluvial Fans,lake,1,"Confirmed site, changed area",,59,,,done,15.2,"kept Neotoma value, confirmed area with Google Earth"
10213,15408,Nichols Meadow,37.4235,-119.5785,Fluvial,river,NA,NA,,NA,,,,,
1503,1541,Kollioksak,66.96667,-156.45,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
10214,15413,Paradox Lake,60.62288,-150.75903,Glacial Meltwater Channel Lake,lake,2,"Confirmed site, changed area",,58,,,done,58,added dataset value
10215,15415,Cootes Paradise Marsh,43.2765,-79.9075,Marsh,marsh,NA,NA,,NA,,,,,
10216,15417,Rasberry Bog,57.484395,-130.829355,Bog,bog,NA,NA,,NA,,,,,
10218,15420,Pyramid Lake,58.89215,-129.833915,Cirque Lake,lake,NA,NA,,NA,,,,,
10220,15426,Twin Lake,49.322,-119.725,Kettle Lake,lake,1,Moved a bit to get around the lake.,,30,,,done,30,already in Neotoma
10226,15460,Adventure Lake,46.089,-91.939,Kettle Lake,lake,NA,NA,,NA,,,,,
10227,15462,Bass Pond,50.71505,-57.374385,Solution Origin Lake,lake,NA,NA,,NA,,,,,
10229,15463,Benach Lake,45.9275,-92.256,Kettle Lake,lake,2,Site description: Wisconsin DNR waterbody ID,,6.1,,,done,6,kept Neotoma value
10233,15477,BlueJ Lake,46.405,-91.525,Kettle Lake,lake,NA,NA,,NA,,,,,
10234,15478,Brozie Lake,45.959335,-92.10745,Kettle Lake,lake,NA,NA,,NA,,,,,
10235,15479,Camp Two Lake,46.50045,-91.4105,Kettle Lake,lake,2,Confirmed lake: Lynch 2011,,9.5,,,done,9.3,kept Neotoma value
1510,1548,Kotiranta Lake,46.714235,-92.587195,Kettle Lake,lake,NA,NA,,NA,,,,,
10239,15487,Cowden Lake,43.35538,-85.3568,Kettle Lake,lake,2,Compiled from Hydrological database.,,45,,,done,51.7,kept Neotoma value
10240,15489,Ferry Lake,46.013,-92.125,Kettle Lake,lake,2,Confirmed lake: Lynch 2011,,6.4,,,done,6.5,kept Neotoma value
10242,15492,Hicks Lake,44.022755,-85.283325,Kettle Lake,lake,2,Compiled from Hydrological database.,,64.6,,,done,62.7,kept Neotoma value
10248,15506,Little Green Valley Meadow,34.233935,-117.051415,Marsh,marsh,NA,NA,,NA,,,,,
10251,15511,Morrison Lake,42.861,-85.2115,Natural Lake,lake,2,Compiled from Hydrological database.,,134.5,,,done,131,kept Neotoma value
1514,1552,Kryzewinski Lake,46.35333,-92.87028,Kettle Lake,lake,2,Assumed correct location in lake (unlabeled),,4.3,,,done,4,kept Neotoma value
10274,15564,Chalmer's Bog (PL-78-37),50.64525,-114.5435,Glacial Meltwater Channel Lake,lake,1,"Air photo impossible to discern, but Lake Files show new location.",,5,,,,,**no site found
10277,15580,Van Wyck,44.51785,-116.15215,Fen,fen,NA,NA,,NA,,,,,
10279,15586,McCall Fen,44.9253,-116.0483,Fen,fen,1,Confirmed fen location: Doerner and Carrara 2001,,17.6,,,done,17.6,added dataset value
10280,15588,Devil's Bathtub,43.02469,-77.57376,Kettle Lake,lake,2,"Confirmed site with Google Earth, changed area",,10,,,done,0.7,kept Neotoma value
10282,15591,Skunk Cabbage Meadow,33.77433,-116.66602,Marsh,marsh,NA,NA,,NA,,,,,
10284,15594,Taquitz Meadow,33.76857,-116.66361,Marsh,marsh,1,"Confirmed site with Google Earth, changed area",,19,,,done,19,"added dataset value, could not confirm area with Google Earth"
10286,15597,Albany River Bog,51.435,-83.6175,Bog,bog,2,"Core site not shown in inset, but bog is correct & large.",,4800,,,,2800,"**kept Neotoma value, not a lake"
10298,15627,Portage Lake,60.716495,-150.533,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
10299,15628,Bear Lake,41.98435,-111.33339,Nonspecific Floodplain Lake,lake,2,Confirmed lake: Jimenez-Moreno et al 2007,,28331.5,,,,,**no site found
10300,15630,Belec Lake Bog,51.6175,-82.293,Bog,bog,2,Large collapse bog complex.  No exact location for core provided.,,893,,,done,1200,kept Neotoma value
10303,15635,Oldman Bog,51.0289,-84.488,Bog,bog,2,"Large bog, no exact location in inset.  Used drainage for approxamite size.",,6100,,,done,7390,*kept Neotoma value
10304,15637,Big Cypress (core 03-9-16-3),25.7045,-80.873,Solution Origin Lake,lake,NA,NA,,NA,,,,,
10305,15639,Big Cypress (core 03-9-16-6),25.695,-80.87,Solution Origin Lake,lake,NA,NA,,NA,,,,,
10306,15641,Big Sandy Creek,32.554915,-95.16323,Fluvial,river,NA,NA,,NA,,,,,
10309,15646,Bluff Lake,41.346515,-122.55987,Natural Lake,lake,NA,NA,,NA,,,,,
10316,15660,Buck Lake,46.520515,-86.35387,Kettle Lake,lake,3,"Min. info, but found Buck Lake nearby",,614.1,,,done,614.1,added dataset value
10319,15667,Buckbean Bog,49.11905,-119.68305,Bog,bog,2,"Confirmed site with pub (Heinrichs 1999), changed area",,4,,,done,1,kept Neotoma value
1530,1568,Lacawac,41.382145,-75.29131,Glacial Origin Lake,lake,2,Confirmed lake: description and Russel et al 1993,,20.7,,,done,20.7,added dataset value
10325,15680,Bunker Lake,39.05359,-120.386415,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
